ID,Palabra_ES,Categoria,Genero,Traduccion_EN,Traducciones_alt,Frase_ejemplo,Tema,Imagen,Audio
77a61869,queso,noun,♂,cheese,,Le encanta el queso español.,comida,"<img src=""77a61869.jpg"">",[sound:77a61869.mp3]
45798f26,ron,noun,♂,rum,,Pidió un cóctel con ron y limón.,comida,"<img src=""45798f26.jpg"">",[sound:45798f26.mp3]
7794fc51,sal,noun,♀,get out,salt,Añadió un poco de sal a la sopa.,comida,"<img src=""7794fc51.jpg"">",[sound:7794fc51.mp3]
0143c1e8,salsa,noun,♀,sauce,,La salsa de tomate estaba muy rica.,comida,"<img src=""0143c1e8.jpg"">",[sound:0143c1e8.mp3]
bbb5418b,sopa,noun,♀,soup,,Pidió sopa de verduras como primer plato.,comida,"<img src=""bbb5418b.jpg"">",[sound:bbb5418b.mp3]
ac501ebb,taza,noun,♀,cup,mug,Se tomó una taza de café antes de salir.,comida,"<img src=""ac501ebb.jpg"">",[sound:ac501ebb.mp3]
81b2d6d1,trago,noun,♂,drink,,Se tomó un trago rápido antes de la fiesta.,comida,"<img src=""81b2d6d1.jpg"">",[sound:81b2d6d1.mp3]
dffa97e9,vaso,noun,♂,glass,,Bebió un vaso de agua fría.,comida,"<img src=""dffa97e9.jpg"">",[sound:dffa97e9.mp3]
480ff51b,aire,noun,♂,air,,Abrió la ventana para que entrara aire fresco.,tiempo_clima,"<img src=""480ff51b.jpg"">",[sound:480ff51b.mp3]
0149c308,ambiente,noun,♂,environment,atmosphere,Deben cuidar el ambiente y no contaminar los ríos.,naturaleza_animales,"<img src=""0149c308.jpg"">",[sound:0149c308.mp3]
1e4483e8,animal,noun,♂,animal,,El perro es un animal muy leal.,naturaleza_animales,"<img src=""1e4483e8.jpg"">",[sound:1e4483e8.mp3]
f2f645b7,arena,noun,♀,sand,,Se sentaron en la arena para ver el atardecer en la playa.,naturaleza_animales,"<img src=""f2f645b7.jpg"">",[sound:f2f645b7.mp3]
bfbac701,bosque,noun,♂,forest,,Caminaron por el bosque durante la excursión de fin de semana.,viajes,"<img src=""bfbac701.jpg"">",[sound:bfbac701.mp3]
c4c688ad,caballo,noun,♂,horse,,Montaron a caballo por las montañas durante las vacaciones.,naturaleza_animales,"<img src=""c4c688ad.jpg"">",[sound:c4c688ad.mp3]
e5ce98be,calor,noun,♂,heat,,Hace mucho calor en verano en Sevilla.,tiempo_clima,"<img src=""e5ce98be.jpg"">",[sound:e5ce98be.mp3]
28e84f5e,cerdo,noun,♂,pork,pig,Cenaron cerdo asado con patatas.,comida,"<img src=""28e84f5e.jpg"">",[sound:28e84f5e.mp3]
be7740aa,cielo,noun,♂,sky,,El cielo estaba despejado esta mañana.,tiempo_clima,"<img src=""be7740aa.jpg"">",[sound:be7740aa.mp3]
0c47a816,corriente,noun,♀,stream,power,Se fue la corriente durante la tormenta.,tecnologia,"<img src=""0c47a816.jpg"">",[sound:0c47a816.mp3]
680b9404,criatura,noun,♀,creature,,Vieron una criatura extraña en el fondo del mar.,naturaleza_animales,"<img src=""680b9404.jpg"">",[sound:680b9404.mp3]
91736f96,espacio,noun,♂,space,room,Los científicos estudian el espacio y los planetas.,naturaleza_animales,"<img src=""91736f96.jpg"">",[sound:91736f96.mp3]
f6764178,especie,noun,♀,species,,Descubrieron una nueva especie de pez en el océano.,naturaleza_animales,"<img src=""f6764178.jpg"">",[sound:f6764178.mp3]
aa87ddc5,estrella,noun,♀,star,,Por la noche se podían ver miles de estrellas en el cielo.,naturaleza_animales,"<img src=""aa87ddc5.jpg"">",[sound:aa87ddc5.mp3]
d38e99d9,flor,noun,♀,flower,,Le regaló un ramo de flores por su cumpleaños.,naturaleza_animales,"<img src=""d38e99d9.jpg"">",[sound:d38e99d9.mp3]
2c309f3d,frío,noun,♂,cold,,Hace mucho frío por las noches en invierno.,tiempo_clima,"<img src=""2c309f3d.jpg"">",[sound:2c309f3d.mp3]
8f6f4e80,fuego,noun,♂,fire,,El fuego se extendió rápido por el bosque.,naturaleza_animales,"<img src=""8f6f4e80.jpg"">",[sound:8f6f4e80.mp3]
fee74eac,gas,noun,♂,gas,,La factura del gas llegó más cara este mes.,casa,"<img src=""fee74eac.jpg"">",[sound:fee74eac.mp3]
70b78325,gato,noun,♂,cat,,Tiene un gato que duerme todo el día.,naturaleza_animales,"<img src=""70b78325.jpg"">",[sound:70b78325.mp3]
10bd16fb,hielo,noun,♂,ice,,Las calles estaban cubiertas de hielo después de la helada.,tiempo_clima,"<img src=""10bd16fb.jpg"">",[sound:10bd16fb.mp3]
b733dd98,hierba,noun,♀,grass,herb,El jardín tenía la hierba muy verde.,naturaleza_animales,"<img src=""b733dd98.jpg"">",[sound:b733dd98.mp3]
ee67111f,humo,noun,♂,smoke,,El humo del incendio se veía desde muy lejos.,naturaleza_animales,"<img src=""ee67111f.jpg"">",[sound:ee67111f.mp3]
f9397c0b,lago,noun,♂,lake,,Pasaron el fin de semana en una cabaña junto al lago.,viajes,"<img src=""f9397c0b.jpg"">",[sound:f9397c0b.mp3]
cb16cefd,llama,noun,♀,llama,flame,Vieron llamas pastando en las montañas de Perú.,naturaleza_animales,"<img src=""cb16cefd.jpg"">",[sound:cb16cefd.mp3]
94cdda57,lluvia,noun,♀,rain,,La lluvia no paró en todo el fin de semana.,tiempo_clima,"<img src=""94cdda57.jpg"">",[sound:94cdda57.mp3]
1b554a52,lobo,noun,♂,wolf,,Escucharon el aullido de un lobo por la noche.,naturaleza_animales,"<img src=""1b554a52.jpg"">",[sound:1b554a52.mp3]
ba8a48b0,luna,noun,♀,luna,moon,La luna estaba llena esa noche.,naturaleza_animales,"<img src=""ba8a48b0.jpg"">",[sound:ba8a48b0.mp3]
4a45763f,luz,noun,♀,light,,Se olvidó de apagar la luz antes de salir.,casa,"<img src=""4a45763f.jpg"">",[sound:4a45763f.mp3]
5fa9db2e,mar,noun,♂,sea,,Pasaron las vacaciones frente al mar.,viajes,"<img src=""5fa9db2e.jpg"">",[sound:5fa9db2e.mp3]
654db8a1,mono,noun,♂,monkey,,El mono saltaba de árbol en árbol en la selva.,naturaleza_animales,"<img src=""654db8a1.jpg"">",[sound:654db8a1.mp3]
65ff09ac,naturaleza,noun,♀,nature,,Le encanta pasar tiempo en contacto con la naturaleza.,naturaleza_animales,"<img src=""65ff09ac.jpg"">",[sound:65ff09ac.mp3]
8db8c4b6,nieve,noun,♀,snow,,La nieve cubrió las montañas durante todo el fin de semana.,tiempo_clima,"<img src=""8db8c4b6.jpg"">",[sound:8db8c4b6.mp3]
436b5471,océano,noun,♂,ocean,,Cruzaron el océano en un crucero de dos semanas.,viajes,"<img src=""436b5471.jpg"">",[sound:436b5471.mp3]
a15a879b,oscuridad,noun,♀,darkness,,Caminaron a tientas en la oscuridad del pasillo.,naturaleza_animales,"<img src=""a15a879b.jpg"">",[sound:a15a879b.mp3]
5caae995,oso,noun,♂,bear,,Vieron un oso mientras hacían senderismo en las montañas.,naturaleza_animales,"<img src=""5caae995.jpg"">",[sound:5caae995.mp3]
84b90ebb,perra,noun,♀,bitch,female dog,La perra del vecino ladra mucho por las noches.,naturaleza_animales,"<img src=""84b90ebb.jpg"">",[sound:84b90ebb.mp3]
d44b121f,perro,noun,♂,dog,,El perro corría feliz por el parque.,naturaleza_animales,"<img src=""d44b121f.jpg"">",[sound:d44b121f.mp3]
8bec3d31,pez,noun,♂,fish,,El pez nadaba tranquilamente en el acuario.,naturaleza_animales,"<img src=""8bec3d31.jpg"">",[sound:8bec3d31.mp3]
645d267a,piedra,noun,♀,stone,rock,Tropezó con una piedra en el camino.,naturaleza_animales,"<img src=""645d267a.jpg"">",[sound:645d267a.mp3]
9772370b,planeta,noun,♂,planet,,Estudian si hay vida en otro planeta.,naturaleza_animales,"<img src=""9772370b.jpg"">",[sound:9772370b.mp3]
c49ad902,planta,noun,♀,plant,,Riega las plantas del balcón todos los días.,naturaleza_animales,"<img src=""c49ad902.jpg"">",[sound:c49ad902.mp3]
19382e77,pájaro,noun,♂,bird,,Un pájaro cantaba en el árbol frente a la ventana.,naturaleza_animales,"<img src=""19382e77.jpg"">",[sound:19382e77.mp3]
331525ca,rayo,noun,♂,lightning,,Un rayo cayó cerca de la casa durante la tormenta.,tiempo_clima,"<img src=""331525ca.jpg"">",[sound:331525ca.mp3]
84109ae4,rosa,noun,♀,pink,rose,Le regaló una rosa roja el día de su aniversario.,colores,"<img src=""84109ae4.jpg"">",[sound:84109ae4.mp3]
8c7024f9,río,noun,♂,river,,Hicieron rafting en el río durante las vacaciones.,viajes,"<img src=""8c7024f9.jpg"">",[sound:8c7024f9.mp3]
c9c7648f,salvaje,noun,♂,wild,,Vieron un animal salvaje cruzar la carretera.,naturaleza_animales,"<img src=""c9c7648f.jpg"">",[sound:c9c7648f.mp3]
12313a3d,sol,noun,♂,sun,,"Hace mucho sol hoy, deberías llevar gafas.",tiempo_clima,"<img src=""12313a3d.jpg"">",[sound:12313a3d.mp3]
e0e9beb2,sombra,noun,♀,shadow,,Se sentaron a la sombra de un árbol para descansar.,naturaleza_animales,"<img src=""e0e9beb2.jpg"">",[sound:e0e9beb2.mp3]
b22ddec8,superficie,noun,♀,surface,,Limpiaron la superficie de la mesa antes de comer.,naturaleza_animales,"<img src=""b22ddec8.jpg"">",[sound:b22ddec8.mp3]
2d8febca,tenia,noun,♀,i had,tapeworm,El médico le explicó cómo se contagia la tenia.,naturaleza_animales,"<img src=""2d8febca.jpg"">",[sound:2d8febca.mp3]
d5d9e9a9,tierra,noun,♀,land,soil,La tierra estaba muy seca después de meses sin lluvia.,naturaleza_animales,"<img src=""d5d9e9a9.jpg"">",[sound:d5d9e9a9.mp3]
b35340b4,tormenta,noun,♀,storm,,La tormenta dejó sin electricidad a todo el barrio.,tiempo_clima,"<img src=""b35340b4.jpg"">",[sound:b35340b4.mp3]
f3a442b4,universo,noun,♂,universe,,Le fascina todo lo relacionado con el universo y las estrellas.,naturaleza_animales,"<img src=""f3a442b4.jpg"">",[sound:f3a442b4.mp3]
e6ca928d,viento,noun,♂,wind,,Hacía tanto viento que se les voló el paraguas.,tiempo_clima,"<img src=""e6ca928d.jpg"">",[sound:e6ca928d.mp3]
31fcc7c8,zorra,noun,♀,bitch,fox,En el bosque vieron una zorra con sus crías.,naturaleza_animales,"<img src=""31fcc7c8.jpg"">",[sound:31fcc7c8.mp3]
ff3eb1a6,árbol,noun,♂,tree,,Plantaron un árbol nuevo en el jardín.,naturaleza_animales,"<img src=""ff3eb1a6.jpg"">",[sound:ff3eb1a6.mp3]
37b51d19,bar,noun,♂,bar,,Quedaron en el bar de la esquina después del trabajo.,ciudad,"<img src=""37b51d19.jpg"">",[sound:37b51d19.mp3]
ef475799,barrio,noun,♂,neighborhood,,Vive en un barrio tranquilo cerca del centro.,ciudad,"<img src=""ef475799.jpg"">",[sound:ef475799.mp3]
c07afac2,bordo,noun,♂,on board,,Los pasajeros ya estaban a bordo del avión.,viajes,"<img src=""c07afac2.jpg"">",[sound:c07afac2.mp3]
a458b917,calle,noun,♀,street,,La calle principal está cerrada por obras esta semana.,ciudad,"<img src=""a458b917.jpg"">",[sound:a458b917.mp3]
95f72e47,camino,noun,♂,path,"way, route",Perdimos el camino durante la excursión por la montaña.,viajes,"<img src=""95f72e47.jpg"">",[sound:95f72e47.mp3]
cc87b8ca,campamento,noun,♂,camp,,Montamos el campamento cerca del río antes de que anocheciera.,viajes,"<img src=""cc87b8ca.jpg"">",[sound:cc87b8ca.mp3]
ddde8ff8,campo,noun,♂,field,countryside,Mis abuelos tienen una casa en el campo.,naturaleza_animales,"<img src=""ddde8ff8.jpg"">",[sound:ddde8ff8.mp3]
d4ec7381,carretera,noun,♀,road,highway,La carretera hacia la costa estaba llena de tráfico.,viajes,"<img src=""d4ec7381.jpg"">",[sound:d4ec7381.mp3]
e7a58438,castillo,noun,♂,castle,,Visitamos un castillo medieval durante nuestro viaje a Escocia.,ciudad,"<img src=""e7a58438.jpg"">",[sound:e7a58438.mp3]
9484c73d,centro,noun,♂,center,downtown,Quedamos en el centro para tomar un café después del trabajo.,ciudad,"<img src=""9484c73d.jpg"">",[sound:9484c73d.mp3]
f0c1a84f,ciudad,noun,♀,city,,Nos mudamos a una ciudad más grande por motivos de trabajo.,ciudad,"<img src=""f0c1a84f.jpg"">",[sound:f0c1a84f.mp3]
2fe44044,costa,noun,♀,coast,,Pasamos el fin de semana en un hotel en la costa.,naturaleza_animales,"<img src=""2fe44044.jpg"">",[sound:2fe44044.mp3]
935973a4,desierto,noun,♂,desert,,Cruzaron el desierto en coche durante la noche.,naturaleza_animales,"<img src=""935973a4.jpg"">",[sound:935973a4.mp3]
9daab13b,dirección,noun,♀,address,direction,¿Me puedes dar la dirección de la oficina nueva?,ciudad,"<img src=""9daab13b.jpg"">",[sound:9daab13b.mp3]
433765cf,distrito,noun,♂,district,,El distrito financiero está lleno de rascacielos.,ciudad,"<img src=""433765cf.jpg"">",[sound:433765cf.mp3]
767e864c,edificio,noun,♂,building,,El edificio donde trabajo tiene veinte pisos.,ciudad,"<img src=""767e864c.jpg"">",[sound:767e864c.mp3]
693fc3ac,entrada,noun,♀,entrance,ticket,Compramos la entrada al museo por internet.,ciudad,"<img src=""693fc3ac.jpg"">",[sound:693fc3ac.mp3]
919bb07a,esquina,noun,♀,corner,,El café está justo en la esquina de la calle.,ciudad,"<img src=""919bb07a.jpg"">",[sound:919bb07a.mp3]
adfa815c,estación,noun,♀,station,season,Nos vemos en la estación de tren a las ocho.,viajes,"<img src=""adfa815c.jpg"">",[sound:adfa815c.mp3]
e229faf6,extranjero,noun,♂,foreigner,"foreign, abroad",Vivió varios años en el extranjero antes de volver.,viajes,"<img src=""e229faf6.jpg"">",[sound:e229faf6.mp3]
9c3591f1,frontera,noun,♀,border,,Cruzamos la frontera sin ningún problema.,viajes,"<img src=""9c3591f1.jpg"">",[sound:9c3591f1.mp3]
410f5b6b,granja,noun,♀,farm,,Compraron huevos frescos en una granja cercana.,naturaleza_animales,"<img src=""410f5b6b.jpg"">",[sound:410f5b6b.mp3]
e919c49d,hotel,noun,♂,hotel,,Reservamos un hotel cerca del aeropuerto.,viajes,"<img src=""e919c49d.jpg"">",[sound:e919c49d.mp3]
11a98374,india,noun,♀,india,,Quiero visitar India el año que viene.,ciudad,"<img src=""11a98374.jpg"">",[sound:11a98374.mp3]
655bd50b,isla,noun,♀,island,,Pasamos las vacaciones en una isla pequeña del Caribe.,naturaleza_animales,"<img src=""655bd50b.jpg"">",[sound:655bd50b.mp3]
eaa59957,jardín,noun,♂,garden,yard,Cultivamos tomates en el jardín de casa.,casa,"<img src=""eaa59957.jpg"">",[sound:eaa59957.mp3]
744497f0,lugar,noun,♂,venue,place,Este restaurante es mi lugar favorito para comer los viernes.,ciudad,"<img src=""744497f0.jpg"">",[sound:744497f0.mp3]
ef445f63,montaña,noun,♀,mountain,,Subimos a la montaña más alta de la región.,naturaleza_animales,"<img src=""ef445f63.jpg"">",[sound:ef445f63.mp3]
dd485e41,mundo,noun,♂,world,,Ha viajado por medio mundo por trabajo.,naturaleza_animales,"<img src=""dd485e41.jpg"">",[sound:dd485e41.mp3]
1e966729,museo,noun,♂,museum,,El museo cierra los lunes por mantenimiento.,ciudad,"<img src=""1e966729.jpg"">",[sound:1e966729.mp3]
19e1be30,norte,noun,♂,north,,Condujimos hacia el norte durante todo el día.,viajes,"<img src=""19e1be30.jpg"">",[sound:19e1be30.mp3]
1fc9eca2,oeste,noun,♂,west,,El sol se pone por el oeste.,viajes,"<img src=""1fc9eca2.jpg"">",[sound:1fc9eca2.mp3]
1f9c75dc,palacio,noun,♂,palace,,El palacio real está abierto al público los fines de semana.,ciudad,"<img src=""1f9c75dc.jpg"">",[sound:1f9c75dc.mp3]
362e9d05,parque,noun,♂,park,,Salimos a correr por el parque todas las mañanas.,ciudad,"<img src=""362e9d05.jpg"">",[sound:362e9d05.mp3]
dedd48b9,país,noun,♂,country,,Han visitado más de diez países este año.,ciudad,"<img src=""dedd48b9.jpg"">",[sound:dedd48b9.mp3]
047c0a42,playa,noun,♀,beach,,Pasamos el domingo en la playa con amigos.,naturaleza_animales,"<img src=""047c0a42.jpg"">",[sound:047c0a42.mp3]
6d630f08,pueblo,noun,♂,town,"village, people",Mis padres viven en un pueblo pequeño del norte.,ciudad,"<img src=""6d630f08.jpg"">",[sound:6d630f08.mp3]
373fc283,puente,noun,♂,bridge,,El puente estaba cerrado por reparaciones.,ciudad,"<img src=""373fc283.jpg"">",[sound:373fc283.mp3]
086ff137,puerto,noun,♂,port,harbor,El barco llegó al puerto a primera hora.,viajes,"<img src=""086ff137.jpg"">",[sound:086ff137.mp3]
0c99e4e3,restaurante,noun,♂,restaurant,,Cenamos en un restaurante nuevo del centro.,comida,"<img src=""0c99e4e3.jpg"">",[sound:0c99e4e3.mp3]
7382f3fc,ruta,noun,♀,route,,Cambiamos la ruta para evitar el tráfico.,viajes,"<img src=""7382f3fc.jpg"">",[sound:7382f3fc.mp3]
5c894636,salida,noun,♀,departure,exit,La salida de emergencia está al fondo del pasillo.,viajes,"<img src=""5c894636.jpg"">",[sound:5c894636.mp3]
694ddb80,sitio,noun,♂,site,place,Encontramos un sitio tranquilo para trabajar.,ciudad,"<img src=""694ddb80.jpg"">",[sound:694ddb80.mp3]
a587b16e,sur,noun,♂,south,,El vuelo sale hacia el sur a las nueve.,viajes,"<img src=""a587b16e.jpg"">",[sound:a587b16e.mp3]
2c5b04cd,súper,noun,♂,super,supermarket,Pasé por el súper a comprar leche y pan.,comida,"<img src=""2c5b04cd.jpg"">",[sound:2c5b04cd.mp3]
34f20ce7,terreno,noun,♂,land,,Compraron un terreno para construir su casa.,naturaleza_animales,"<img src=""34f20ce7.jpg"">",[sound:34f20ce7.mp3]
c59b7569,zona,noun,♀,area,,Esa zona de la ciudad es muy tranquila.,ciudad,"<img src=""c59b7569.jpg"">",[sound:c59b7569.mp3]
c6712263,área,noun,♀,area,,El área de recepción está en la planta baja.,ciudad,"<img src=""c6712263.jpg"">",[sound:c6712263.mp3]
7e017b1c,aeropuerto,noun,♂,airport,,Llegamos al aeropuerto dos horas antes del vuelo.,viajes,"<img src=""7e017b1c.jpg"">",[sound:7e017b1c.mp3]
9df22f19,auto,noun,♂,car,,Dejó el auto en el garaje toda la semana.,viajes,"<img src=""9df22f19.jpg"">",[sound:9df22f19.mp3]
d17dc606,autobús,noun,♂,bus,,Cogimos el autobús para ir al centro.,viajes,"<img src=""d17dc606.jpg"">",[sound:d17dc606.mp3]
a7dbf5ab,avión,noun,♂,plane,,El avión aterrizó con retraso por la tormenta.,viajes,"<img src=""a7dbf5ab.jpg"">",[sound:a7dbf5ab.mp3]
78ae9591,barco,noun,♂,boat,ship,El barco zarpa del puerto a las seis de la tarde.,viajes,"<img src=""78ae9591.jpg"">",[sound:78ae9591.mp3]
4229e6b8,bote,noun,♂,boat,,Alquilamos un bote para recorrer el lago.,viajes,"<img src=""4229e6b8.jpg"">",[sound:4229e6b8.mp3]
c994612a,camioneta,noun,♀,truck,"van, pickup truck",Cargaron las cajas en la camioneta de la empresa.,viajes,"<img src=""c994612a.jpg"">",[sound:c994612a.mp3]
bf482c3b,camión,noun,♂,truck,,El camión de reparto llegó antes de lo previsto.,viajes,"<img src=""bf482c3b.jpg"">",[sound:bf482c3b.mp3]
7e84b442,carro,noun,♂,cart,car (LatAm),Aparcó el carro frente a la casa de su tía.,viajes,"<img src=""7e84b442.jpg"">",[sound:7e84b442.mp3]
014f3ddb,coche,noun,♂,car,,Fuimos en coche hasta la costa.,viajes,"<img src=""014f3ddb.jpg"">",[sound:014f3ddb.mp3]
cd131557,conductor,noun,♂,driver,,El conductor del autobús conocía muy bien la ruta.,viajes trabajo,"<img src=""cd131557.jpg"">",[sound:cd131557.mp3]
ab677aab,gasolina,noun,♀,gasoline,gas,Paramos a echar gasolina antes de la autopista.,viajes,"<img src=""ab677aab.jpg"">",[sound:ab677aab.mp3]
b79d2096,metro,noun,♂,metro,meter (unit),Es más rápido ir en metro que en coche a esa hora.,viajes,"<img src=""b79d2096.jpg"">",[sound:b79d2096.mp3]
59417166,motor,noun,♂,engine,,El motor del coche hacía un ruido extraño.,viajes,"<img src=""59417166.jpg"">",[sound:59417166.mp3]
bfe4b52c,nave,noun,♀,ship,"vessel, spaceship",La nave llegó al puerto cargada de mercancía.,viajes,"<img src=""bfe4b52c.jpg"">",[sound:bfe4b52c.mp3]
74a895a2,parada,noun,♀,stop,bus/train stop,"Espera en la parada del autobús, llego en cinco minutos.",viajes,"<img src=""74a895a2.jpg"">",[sound:74a895a2.mp3]
4f774cdb,rueda,noun,♀,wheel,,Se pinchó una rueda en medio de la carretera.,viajes,"<img src=""4f774cdb.jpg"">",[sound:4f774cdb.mp3]
35e768d3,taxi,noun,♂,taxi,,Pedimos un taxi para llegar al aeropuerto a tiempo.,viajes,"<img src=""35e768d3.jpg"">",[sound:35e768d3.mp3]
66a976b4,transporte,noun,♂,transportation,,El transporte público en esta ciudad es muy eficiente.,viajes,"<img src=""66a976b4.jpg"">",[sound:66a976b4.mp3]
5a5a6871,tren,noun,♂,train,,Tomamos el tren de las nueve hacia la capital.,viajes,"<img src=""5a5a6871.jpg"">",[sound:5a5a6871.mp3]
ad913db4,tripulación,noun,♀,crew,,La tripulación del avión atendió muy bien a los pasajeros.,viajes trabajo,"<img src=""ad913db4.jpg"">",[sound:ad913db4.mp3]
61760dab,tráfico,noun,♂,traffic,,Había mucho tráfico a la salida del trabajo.,viajes,"<img src=""61760dab.jpg"">",[sound:61760dab.mp3]
e0223a9d,vehículo,noun,♂,vehicle,,Necesitamos un vehículo más grande para la mudanza.,viajes,"<img src=""e0223a9d.jpg"">",[sound:e0223a9d.mp3]
0408da5e,viaje,noun,♂,travel,trip,El viaje de negocios duró casi una semana.,viajes,"<img src=""0408da5e.jpg"">",[sound:0408da5e.mp3]
919a120b,vuelo,noun,♂,flight,,Reservamos el vuelo con varios meses de antelación.,viajes,"<img src=""919a120b.jpg"">",[sound:919a120b.mp3]
5edd1d54,abogado,noun,♂,lawyer,,El abogado revisó el contrato antes de firmarlo.,trabajo,"<img src=""5edd1d54.jpg"">",[sound:5edd1d54.mp3]
9f808afd,agencia,noun,♀,agency,,Reservamos el viaje a través de una agencia.,trabajo,"<img src=""9f808afd.jpg"">",[sound:9f808afd.mp3]
f77538d2,agente,noun,⚥,agent,,El agente de seguros nos llamó esta mañana.,trabajo,"<img src=""f77538d2.jpg"">",[sound:f77538d2.mp3]
15028d82,asistente,noun,⚥,assistant,,Mi asistente organiza todas las reuniones de la semana.,trabajo,"<img src=""15028d82.jpg"">",[sound:15028d82.mp3]
f91cd5d6,cargo,noun,♂,position,role,Ascendió a un cargo de mayor responsabilidad este año.,trabajo,"<img src=""f91cd5d6.jpg"">",[sound:f91cd5d6.mp3]
b6397361,carrera,noun,♀,race,"career, degree",Decidió cambiar de carrera después de diez años en el mismo trabajo.,trabajo,"<img src=""b6397361.jpg"">",[sound:b6397361.mp3]
4983a0ab,cliente,noun,⚥,customer,,El cliente quedó satisfecho con el servicio.,trabajo,"<img src=""4983a0ab.jpg"">",[sound:4983a0ab.mp3]
0cd84b4d,colega,noun,⚥,colleague,,Comí con un colega del trabajo ayer.,trabajo,"<img src=""0cd84b4d.jpg"">",[sound:0cd84b4d.mp3]
4af05d61,detective,noun,⚥,detective,,El detective interrogó a todos los testigos.,trabajo,"<img src=""4af05d61.jpg"">",[sound:4af05d61.mp3]
3d4e992d,director,noun,♂,director,,El director aprobó el presupuesto para el próximo trimestre.,trabajo,"<img src=""3d4e992d.jpg"">",[sound:3d4e992d.mp3]
f9f16d97,doctor,noun,♂,doctor,,El doctor le recetó unos antibióticos.,trabajo cuerpo_salud,"<img src=""f9f16d97.jpg"">",[sound:f9f16d97.mp3]
94461053,doctora,noun,♀,doctor,,La doctora revisó los resultados de los análisis.,trabajo cuerpo_salud,"<img src=""94461053.jpg"">",[sound:94461053.mp3]
12a77af4,empleo,noun,♂,employment,,Encontró empleo poco después de graduarse.,trabajo,"<img src=""12a77af4.jpg"">",[sound:12a77af4.mp3]
6b5ae9f3,encargo,noun,♂,assignment,"errand, order",Tengo que hacer un encargo antes de volver a casa.,trabajo,"<img src=""6b5ae9f3.jpg"">",[sound:6b5ae9f3.mp3]
0fd93982,enfermera,noun,♀,nurse,,La enfermera tomó la temperatura al paciente.,trabajo cuerpo_salud,"<img src=""0fd93982.jpg"">",[sound:0fd93982.mp3]
27be43c1,entrevista,noun,♀,interview,,Tiene una entrevista de trabajo mañana por la tarde.,trabajo,"<img src=""27be43c1.jpg"">",[sound:27be43c1.mp3]
71786854,fábrica,noun,♀,factory,,La fábrica contrató a nuevos empleados este mes.,trabajo,"<img src=""71786854.jpg"">",[sound:71786854.mp3]
7ea1741b,informe,noun,♂,report,,Terminó el informe justo antes de la reunión.,trabajo,"<img src=""7ea1741b.jpg"">",[sound:7ea1741b.mp3]
8e96c1fb,inspector,noun,♂,inspector,,El inspector revisó las instalaciones de la fábrica.,trabajo,"<img src=""8e96c1fb.jpg"">",[sound:8e96c1fb.mp3]
d245f2a9,jefa,noun,♀,boss,,Mi jefa aprobó mis vacaciones de agosto.,trabajo,"<img src=""d245f2a9.jpg"">",[sound:d245f2a9.mp3]
8d6d3e8b,jefe,noun,♂,boss,,El jefe convocó una reunión urgente esta mañana.,trabajo,"<img src=""8d6d3e8b.jpg"">",[sound:8d6d3e8b.mp3]
7a7ea690,maestro,noun,♂,master,teacher,El maestro explicó la lección con mucha paciencia.,trabajo,"<img src=""7a7ea690.jpg"">",[sound:7a7ea690.mp3]
72aaecac,modelo,noun,♂,model,,Trabaja como modelo para una marca de ropa.,trabajo,"<img src=""72aaecac.jpg"">",[sound:72aaecac.mp3]
5995f7bf,oficina,noun,♀,office,,Llegó a la oficina antes que sus compañeros.,trabajo,"<img src=""5995f7bf.jpg"">",[sound:5995f7bf.mp3]
b519fd16,patrón,noun,♂,pattern,"boss, employer",El patrón decidió subir el sueldo a todo el equipo.,trabajo,"<img src=""b519fd16.jpg"">",[sound:b519fd16.mp3]
ee3f65f3,piloto,noun,⚥,pilot,,El piloto anunció un retraso por el mal tiempo.,trabajo viajes,"<img src=""ee3f65f3.jpg"">",[sound:ee3f65f3.mp3]
793741d5,profesor,noun,♂,teacher,,El profesor corrigió los exámenes durante el fin de semana.,trabajo,"<img src=""793741d5.jpg"">",[sound:793741d5.mp3]
7b6581ee,proyecto,noun,♂,project,,El proyecto se entregará antes de fin de mes.,trabajo,"<img src=""7b6581ee.jpg"">",[sound:7b6581ee.mp3]
842b1c52,servicio,noun,♂,service,,El servicio de este restaurante es excelente.,trabajo,"<img src=""842b1c52.jpg"">",[sound:842b1c52.mp3]
f3f7b889,trabajo,noun,♂,work,,Empieza un trabajo nuevo la próxima semana.,trabajo,"<img src=""f3f7b889.jpg"">",[sound:f3f7b889.mp3]
37a013e3,turno,noun,♂,turn,shift,Hace el turno de noche tres veces por semana.,trabajo,"<img src=""37a013e3.jpg"">",[sound:37a013e3.mp3]
4ab10179,banco,noun,♂,bank,bench,Fue al banco a sacar dinero en efectivo.,dinero_finanzas,"<img src=""4ab10179.jpg"">",[sound:4ab10179.mp3]
c42b053e,cheque,noun,♂,check,,Pagó el alquiler con un cheque.,dinero_finanzas,"<img src=""c42b053e.jpg"">",[sound:c42b053e.mp3]
b9ac5081,compañía,noun,♀,company,companionship,La compañía anunció nuevos beneficios para los empleados.,dinero_finanzas,"<img src=""b9ac5081.jpg"">",[sound:b9ac5081.mp3]
570f8e40,compra,noun,♀,purchase,,Hizo la compra semanal en el supermercado del barrio.,dinero_finanzas,"<img src=""570f8e40.jpg"">",[sound:570f8e40.mp3]
